Agriculture,Animal/Pets,Beauty/Fashion,Business Services,Children/Education,Electronics,Entertainment,Fitness/Sports/Outdoors,Food And Beverage,Green/Cleantech,Hardware,Lifestyle/Home,Liquor/Alcohol,Manufacturing,Medical/Health,Others,Technology/Software,Vehicles/Electrical Vehicles,Pitchers Average Age,Yearly Revenue,Gross Margin,Net Margin,EBITDA,Has Patents,Bootstrapped,SKUs,Original Ask Amount,Original Offered Equity,Deal Valuation,Company Age
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.1840936578002252,0.292690587709301,-0.5592598542600339,0.010770334658976213,0,0,0.15900613818327788,-1.9572094453850926,0.6309249077094473,5.170483995038151,-1.2324497820232792
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.06375866052691007,-0.2276482348850119,-1.1508620258186317,-0.5119421028663461,0,0,-1.836510732636129,0.721085413385939,-0.46601836716195016,7.1316985104669115,-1.2324497820232792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.1840936578002252,-0.3577329405335901,-0.263458768480735,-0.49543539431291483,0,0,1.532949479433613,-0.13879162030534128,-0.04411710759602807,6.398594934535208,-1.2324497820232792
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.363539444892385,-0.2276482348850119,-1.1508620258186317,-0.5119421028663461,0,0,-1.836510732636129,0.344781008947399,-0.7191591229015034,8.517393171418904,0.04114856764084229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22896990664991784,-0.292690587709301,0.03234231729856389,-0.8145650930125853,0,0,-0.7939674376352235,-1.2930665966454171,0.6309249077094473,5.303304908059076,0.46568135086221607
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.12100628277373052,-1.3333682328979268,-0.5592598542600339,0.010770334658976213,0,0,0.15900613818327788,-0.44411732020127587,-0.04411710759602807,6.2166061010848646,0.46568135086221607
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0405362803947926,-2.699257642207998,-0.8550609400393328,-0.3193638364096484,0,0,-1.0739780087209225,1.8946260800855974,0.6309249077094473,6.90875477931522,-0.8079169988019053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22896990664991784,-0.6829447046550357,0.03234231729856389,-0.8145650930125853,0,0,-0.7939674376352235,0.23612829864447285,0.9684459153621849,5.630414969109916,-0.8079169988019053
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.1840936578002252,-1.3333682328979268,0.03234231729856389,-0.8145650930125853,0,0,0.15900613818327788,2.583223516403582,-0.7191591229015034,10.12667110305036,-1.2324497820232792
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.1840936578002252,0.292690587709301,-0.5592598542600339,0.010770334658976213,0,0,0.15900613818327788,-1.9572094453850926,2.3185299459731357,4.61512051684126,-1.2324497820232792
